CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,ADDRESS WITH GEOCODE
2020098493,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,7/17/20,5:32 PM,7,2020,OPEN,Y,,,,,1600 NW 88th St,64155,Outer Gashland-Nashua,Clay,2,North,261476,39.254479,-94.598838,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020098493,90,"1600 NW 88th St64155
(39.254479, -94.598838)"
2020145648,WEB,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/14/20,12:00 PM,11,2020,OPEN,N,,,,,1120 W 103rd St,64114,Lea Manor,Jackson,6,South,153179,38.942626,-94.606302,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020145648,0,"1120 W 103rd St64114
(38.942626, -94.606302)"
2020147756,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-Business Question,Public Health,Disease Control,Business Question on Order,11/19/20,4:11 PM,11,2020,OPEN,N,,,,,7900 NW 100th St,64153,KCI & 2nd Creek,Platte,2,North,171962,39.276544,-94.6727,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147756,0,"7900 NW 100th St64153
(39.276544, -94.6727)"
2020147754,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-Business Question,Public Health,Disease Control,Business Question on Order,11/19/20,4:09 PM,11,2020,OPEN,N,,,,,8600 Ward Pkwy STE 205,64114,Western Hills,Jackson,6,Metro,255371,38.970959,-94.606784,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147754,0,"8600 Ward Pkwy64114
(38.970959, -94.606784)"
2020147730,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,3:48 PM,11,2020,OPEN,N,,,,,2400 Troost Ave,64108,Hospital Hill,Jackson,3,Central,125309,39.083166,-94.572049,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147730,0,"2400 Troost Ave64108
(39.083166, -94.572049)"
2020146129,WEB,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,3:22 PM,11,2020,OPEN,N,,,,,7711 State Line Rd,64114,Ward Parkway,Jackson,6,Metro,120472,38.988437,-94.607523,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146129,0,"7711 State Line Rd64114
(38.988437, -94.607523)"
2020146991,WEB,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/18/20,10:50 AM,11,2020,RESOL,N,11/19/20,11,2020,1,1900 Independence Blvd,64124,Pendleton Heights,Jackson,3,Central,40125,39.10689,-94.558149,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146991,,"1900 Independence Blvd64124
(39.10689, -94.558149)"
2020147666,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,2:31 PM,11,2020,OPEN,N,,,,,5439 Troost Ave,64110,Eastern 49-63,Jackson,5,Metro,146426,39.02741,-94.573409,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147666,0,"5439 Troost Ave64110
(39.02741, -94.573409)"
2020147449,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,10:22 AM,11,2020,OPEN,N,,,,,2800 NE Shoal Creek Pkwy,64156,Shoal Creek,Clay,1,Shoal Creek,243615,39.291224,-94.542392,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147449,0,"2800 NE Shoal Creek Pkwy64156
(39.291224, -94.542392)"
2020140880,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,10/30/20,11:04 AM,10,2020,OPEN,Y,,,,,1900 Independence Blvd,64124,Pendleton Heights,Jackson,3,Central,40125,39.10689,-94.558149,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020140880,0,"1900 Independence Blvd64124
(39.10689, -94.558149)"
2020147654,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,2:20 PM,11,2020,OPEN,N,,,,,8401 N Mercier St,64155,Outer Gashland-Nashua,Clay,2,North,285029,39.247228,-94.596053,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147654,0,"8401 N Mercier St64155
(39.247228, -94.596053)"
2020147588,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,12:54 PM,11,2020,OPEN,N,,,,,2600 E Gregory Blvd,64132,Self Help Neighborhood Council,Jackson,5,Metro,3087,38.998287,-94.556528,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147588,0,"2600 E Gregory Blvd64132
(38.998287, -94.556528)"
2020147613,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,1:21 PM,11,2020,OPEN,N,,,,,5951 NW 63rd Ter,64151,Parkdale And Walden,Platte,2,North,284670,39.208435,-94.650169,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147613,0,"5951 NW 63rd Ter64151
(39.208435, -94.650169)"
2020147562,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,12:21 PM,11,2020,OPEN,N,,,,,4225 N Oak Trfy,64116,Crestview,Clay,4,Shoal Creek,247984,39.170768,-94.576157,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147562,0,"4225 N Oak Trfy64116
(39.170768, -94.576157)"
2020147558,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,12:13 PM,11,2020,OPEN,N,,,,,918 Baltimore Ave,64105,CBD Downtown,Jackson,4,Central,122492,39.102927,-94.584545,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147558,0,"918 Baltimore Ave64105
(39.102927, -94.584545)"
2020147522,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,11:31 AM,11,2020,OPEN,N,,,,,8025 Hickman Mills Dr,64132,Marlborough Heights/Marlborough Pride,Jackson,5,Metro,257822,38.981233,-94.55812,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147522,0,"8025 Hickman Mills Dr64132
(38.981233, -94.55812)"
2020146917,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/18/20,9:10 AM,11,2020,OPEN,N,,,,,3803 E Truman Rd,64127,East Community Team North,Jackson,3,East,221717,39.093685,-94.537283,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146917,0,"3803 E Truman Rd64127
(39.093685, -94.537283)"
2020147517,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,11:18 AM,11,2020,OPEN,N,,,,,8401 N Mercier St,64155,Outer Gashland-Nashua,Clay,2,North,285029,39.247228,-94.596053,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147517,0,"8401 N Mercier St64155
(39.247228, -94.596053)"
2020147503,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,11:02 AM,11,2020,OPEN,N,,,,,1400 N Cambridge Ave,64120,,Jackson,4,East,243157,39.132313,-94.501121,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147503,0,"1400 N Cambridge Ave64120
(39.132313, -94.501121)"
2020147465,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,10:35 AM,11,2020,OPEN,N,,,,,4532 Paseo,64110,Manheim Park,Jackson,3,Central,137994,39.044031,-94.568524,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147465,0,"4532 Paseo64110
(39.044031, -94.568524)"
2020147417,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,9:42 AM,11,2020,OPEN,N,,,,,100 NW Vivion Rd,64116,Davidson,Clay,1,North,83759,39.18118,-94.584345,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147417,0,"100 NW Vivion Rd64116
(39.18118, -94.584345)"
2020145460,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/13/20,2:29 PM,11,2020,OPEN,N,,,,,6406 Troost Ave,64131,Holmes Park,Jackson,6,Metro,107796,39.010942,-94.575342,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020145460,0,"6406 Troost Ave64131
(39.010942, -94.575342)"
2020147391,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/19/20,9:10 AM,11,2020,OPEN,N,,,,,3240 Broadway Blvd,64111,Valentine,Jackson,4,Central,129246,39.068005,-94.590825,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020147391,0,"3240 Broadway Blvd64111
(39.068005, -94.590825)"
2020146788,EMAIL,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/17/20,5:10 PM,11,2020,OPEN,N,,,,,1500 Meadow Lake Pkwy,64114,Ward Parkway,Jackson,6,Metro,120392,38.989986,-94.606788,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146788,0,"1500 Meadow Lake Pkwy64114
(38.989986, -94.606788)"
2020146300,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/17/20,7:26 AM,11,2020,RESOL,N,11/19/20,11,2020,2,8600 Ward Pkwy STE 1002,64114,Western Hills,Jackson,6,Metro,255371,38.970959,-94.606784,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146300,,"8600 Ward Pkwy64114
(38.970959, -94.606784)"
2020146212,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,4:58 PM,11,2020,OPEN,N,,,,,16200 E US 40 Hwy,64136,Country Valley-Hawthorn Square,Jackson,5,East,62493,39.035054,-94.390225,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146212,0,"16200 E US 40 Hwy64136
(39.035054, -94.390225)"
2020146141,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,3:36 PM,11,2020,RESOL,N,11/19/20,11,2020,3,6415 Troost Ave,64131,Neighbors United For Action,Jackson,5,Metro,105295,39.010498,-94.573913,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146141,,"6415 Troost Ave64131
(39.010498, -94.573913)"
2020146138,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,3:31 PM,11,2020,RESOL,N,11/19/20,11,2020,3,1340 Grand Blvd,64106,CBD Downtown,Jackson,4,Central,229101,39.097872,-94.581636,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146138,,"1340 Grand Blvd64106
(39.097872, -94.581636)"
2020146105,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,3:01 PM,11,2020,OPEN,N,,,,,11901 Wornall Rd,64114,Red Bridge South,Jackson,6,South,157321,38.912186,-94.591416,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146105,0,"11901 Wornall Rd64114
(38.912186, -94.591416)"
2020146102,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,2:58 PM,11,2020,RESOL,N,11/19/20,11,2020,3,6200 Independence Ave,64125,Sheffield,Jackson,4,East,255920,39.10539,-94.5095,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146102,,"6200 Independence Ave64125
(39.10539, -94.5095)"
2020146101,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,2:54 PM,11,2020,OPEN,N,,,,,14940 Thunderbird Rd,64147,Richards Gebaur,Jackson,6,South,260167,38.854934,-94.555065,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146101,0,"14940 Thunderbird Rd64147
(38.854934, -94.555065)"
2020146061,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,2:13 PM,11,2020,OPEN,N,,,,,19 W 19th St,64108,Crossroads,Jackson,4,Central,124920,39.090122,-94.584497,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020146061,0,"19 W 19th St64108
(39.090122, -94.584497)"
2020145989,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,11/16/20,12:46 PM,11,2020,OPEN,N,,,,,5720 Brighton Ave,64130,Swope Parkway-Elmwood,Jackson,5,Metro,38110,39.020485,-94.528239,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020145989,0,"5720 Brighton Ave64130
(39.020485, -94.528239)"
